camis,dba,boro,building,street,zipcode,phone,cuisine_description,latitude,longitude
41395416,STAND 119 MARKET,QUEENS,126,ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395419,CITI FIELD STAND 402,QUEENS,000,126 ST & ROOSEVELT AVENUE,,7185958146,American,0.0,0.0
41395421,CITI FIELD STAND 435,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395422,CITI FIELD STAND 433,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958126,American,0.0,0.0
41395424,CITI FIELD STAND 431,QUEENS,000,126th & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395425,CITI FIELD STAND 425,QUEENS,000,126TH  & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395426,CITI FIELD STAND 423,QUEENS,126,Roosevelt Avenue,,7185958100,American,0.0,0.0
41395427,CITI FIELD STAND 421,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395428,CITI FIELD BIG APPLE BREWS,QUEENS,000,126 TH  & ROOSEVELT AVENUE,,7185958100,Bottled Beverages,0.0,0.0
41395432,CITI FIELD STAND 417,QUEENS,000,126th & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395490,"CITI FIELD HYUNDAI CLUB, STAND 119",QUEENS,000,126TH ST &  ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395492,CITI FIELD HYUNDAI CLUB STAND 117,QUEENS,126,ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395494,CITI FIELD SUITE KITCHEN,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395496,CITI FIELD 318 PIZZA,QUEENS,126,Roosevelt Avenue,,7185958100,American,0.0,0.0
41395498,"CITI FIELD COCA COLA CORNER 301, 303",QUEENS,000,126TH ST &  ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395501,PAT LAFRIEDA'S BURGERS & FRIES,QUEENS,000,126TH ST &ROOSEVELT AVENUE,,7185958100,Hamburgers,0.0,0.0
41395502,NATHAN'S (CITI FIELD),QUEENS,000,126 St &  ROOSEVELT AVENUE,,7185958100,Hotdogs,0.0,0.0
41395503,CITI FIELD PORSCHE GRILLE,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395505,CITI FIELD NATHAN'S FAMOUS STAND 326,QUEENS,000,126th & ROOSEVELT AVENUE,,7185958100,Hotdogs,0.0,0.0
41395508,CITI FIELD EFFEN VODKA BAR,QUEENS,126,ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395509,CITI FIELD STAND 325,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395511,CITI FIELD STAND 312,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395513,CITI FIELD DOG FISH HEAD BAR,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395517,CITI FIELD PRESS KITCHEN,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395519,CITI FIELD STAND 321,QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395521,CITI FIELD FOXWOODS BAR,QUEENS,126,Roosevelt Avenue,,7185958100,American,0.0,0.0
41395529,EMMY SQUARED PIZZA (CITI FIELD),QUEENS,000,126TH ST & ROOSEVELT AVENUE,,7185958100,Pizza,0.0,0.0
41395531,CITI FIELD NATHAN'S HOT DOGS STAND 408,QUEENS,126,Roosevelt Avenue,,7185958100,Hotdogs,0.0,0.0
41395533,CITI FIELD NATHAN'S FAMOUS STAND 406,QUEENS,126,Roosevelt Avenue,,7185958100,Hotdogs,0.0,0.0
41395535,CITI FIELD NATHAN'S HOT DOGS STAND 404,QUEENS,000,126th & ROOSEVELT AVENUE,,7185958100,American,0.0,0.0
41395589,BERIMBAU,MANHATTAN,43,CARMINE STREET,10014,2124010021,Brazilian,40.729989743376,-74.003539534624
41395716,EMPORIO,MANHATTAN,231,MOTT STREET,10012,2129661234,Italian,40.72252941951,-73.995118805103
41395881,THE VIG BAR,MANHATTAN,12,SPRING STREET,10012,2126250011,American,40.721242099576,-73.994581365428
41395934,WATAWA,QUEENS,33-10,DITMARS BOULEVARD,11105,7185459596,Japanese,40.775275611806,-73.909512343442
41395978,ROTANA LOUNGE,QUEENS,25-51A,STEINWAY STREET,11103,6462510493,Middle Eastern,40.76753733888,-73.912010278937
41396382,EL CONQUISTADOR,QUEENS,63-04,BROADWAY,11377,7185655491,Latin American,40.749938303466,-73.899116376404
41396554,NEW THRIVING RESTAURANT,QUEENS,120-12,LIBERTY AVENUE,11419,7188358888,Asian/Asian Fusion,40.686661495939,-73.823030415487
41396643,VISITOR'S CLUBHOUSE KITCHEN,BRONX,1,EAST  161 STREET,10451,6469778508,American,40.829028434834,-73.928496459645
41396647,YANKEES CLUBHOUSE KITCHEN,BRONX,1,EAST  161 STREET,10451,6469778508,American,40.829028434834,-73.928496459645
41396650,STAND 216B DELTA SUITE,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396651,STAND 217,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396652,STAND 224,BRONX,1,EAST  161 STREET,10451,9172843266,American,40.829028434834,-73.928496459645
41396654,CUTWATER 1B BAR,BRONX,1,EAST  161 STREET,10451,9172733435,American,40.829028434834,-73.928496459645
41396655,DRAFTKINGS LOUNGE 3B,BRONX,1,EAST  161 STREET,10451,6469778523,American,40.829028434834,-73.928496459645
41396657,LEGENDS 100,BRONX,1,EAST  161 STREET,10451,6469778532,American,40.829028434834,-73.928496459645
41396658,PEPSI COLA LOUNGE,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396659,HIGHLANDERS - STAND 310,BRONX,1,EAST  161 STREET,10451,6469778508,Pizza,40.829028434834,-73.928496459645
41396660,NATHAN'S FAMOUS & HIGHLANDER'S (STAND 312),BRONX,1,EAST  161 STREET,10451,6469778508,Hotdogs,40.829028434834,-73.928496459645
41396661,STAND 320 - PREMIO,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396662,NY YANKEES CONCESSIONS (JIM BEAM),BRONX,1,EAST  161 STREET,10451,9172843266,American,40.829028434834,-73.928496459645
41396663,STAND 321,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396664,STAND 331,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396665,STAND 110 A,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396666,STAND 110 B,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396667,STAND 127 FOOD COURT,BRONX,1,EAST  161 STREET,10451,__________,American,40.829028434834,-73.928496459645
41396668,STAND 218A DELTA SUITE,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396669,STAND 305 - HIGHLANDERS,BRONX,1,EAST  161 STREET,10451,6469778508,American,40.829028434834,-73.928496459645
41396670,HIGHLANDERS (STAND 318),BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396671,STAND 324,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396672,STAND 334 BEER ROOM,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396673,STAND 107,BRONX,1,EAST  161 STREET,10451,9172843260,Sandwiches,40.829028434834,-73.928496459645
41396674,STAND 112,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396676,STAND 125 FOOD COURT,BRONX,1,EAST  161 STREET,10451,__________,American,40.829028434834,-73.928496459645
41396677,STAND 132,BRONX,1,EAST  161 STREET,10451,6469778508,American,40.829028434834,-73.928496459645
41396678,STAND 205,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396679,STAND 213,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396810,PEACEFOOD,MANHATTAN,460,AMSTERDAM AVENUE,10024,2123622266,Vegan,40.78523396425,-73.976809556989
41396853,STAND 115,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396855,AUDI YANKEE CLUB,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396859,PRESS BOX,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41396861,SUITE PANTRY SUITE 30,BRONX,1,EAST  161 STREET,10451,0000000000,American,40.829028434834,-73.928496459645
41396863,SUITE PANTRY SUITE 4,BRONX,1,EAST  161 STREET,10451,6469778523,American,40.829028434834,-73.928496459645
41396865,LEGENDS 000,BRONX,1,EAST  161 STREET,10451,__________,American,40.829028434834,-73.928496459645
41396867,STAND 232,BRONX,1,EAST  161 STREET,10451,9172843266,American,40.829028434834,-73.928496459645
41396894,BURGER KING,BRONX,1590,HUTCHINSON RIVER PARKWAY,10461,7188247846,Hamburgers,40.843072982563,-73.83683479957
41397316,LEE'S TAVERN,BROOKLYN,60,HANCOCK STREET,11216,7186679749,American,40.682196389991,-73.952840156824
41397330,HORUS TOO,MANHATTAN,416,WEST   46 STREET,10036,2129569661,Egyptian,40.761293493843,-73.991520601904
41397450,DALLAS BBQ,BRONX,281,WEST FORDHAM ROAD,10468,7182202822,Barbecue,40.86175616998,-73.911968292067
41397464,SAMMY'S ORIGINAL SHRIMP BOX,BRONX,64,CITY ISLAND AVENUE,10464,7188853200,Seafood,40.83959260883,-73.783629888446
41397502,LA BAGEL DELIGHT,BROOKLYN,284,7 AVENUE,11215,7187686107,Bagels/Pretzels,40.668376224864,-73.980350548562
41397825,CAFE CON PAN BAKERY II,STATEN ISLAND,137,PORT RICHMOND AVENUE,10302,7184424028,Bakery Products/Desserts,40.637758932819,-74.133515865136
41398154,LITTLE ITALY PIZZA,MANHATTAN,154,CHURCH STREET,10007,2123741130,Pizza,40.714838403799,-74.008015342742
41398172,SATYR GRILL,QUEENS,1109,CYPRESS AVENUE,11385,7184564745,American,40.696037000763,-73.899645425844
41398230,QUISQUEYA,QUEENS,97-01,ROOSEVELT AVENUE,11368,9177097180,Caribbean,40.749281284066,-73.868316971044
41398358,ENTWINE,MANHATTAN,765,WASHINGTON STREET,10014,2127278765,American,40.737389389895,-74.00820570751
41398570,PRONTO PIZZA,MANHATTAN,114,LIBERTY STREET,10006,2123749595,Pizza,40.70993038399,-74.012234938367
41399300,NEW YORK DINER,QUEENS,49-09,NORTHERN BOULEVARD,11101,7186268857,American,40.753435774517,-73.913339176917
41399316,NEW KING DRAGON RESTAURANT,BRONX,1749,RANDALL AVENUE,10473,7183288899,Chinese,40.816688942035,-73.865263925368
41399360,RONG HANG RESTAURANT,MANHATTAN,38,ELDRIDGE STREET,10002,2126258999,Chinese,40.715711318929,-73.993203823468
41399601,CHEUNG LEE,BROOKLYN,108,KINGSTON AVENUE,11213,7184939321,Chinese,40.676001736999,-73.941585649149
41399771,MAREA RESTAURANT,MANHATTAN,240,CENTRAL PARK SOUTH,10019,2125825100,Italian,40.767300361747,-73.980133523671
41399812,JOE COFFEE COMPANY,MANHATTAN,514,COLUMBUS AVENUE,10024,2128750100,Coffee/Tea,40.785609120733,-73.972822755829
41399893,LA COLOMBE,MANHATTAN,270,LAFAYETTE STREET,10012,6466907340,Coffee/Tea,40.723835974535,-73.99635616861
41400142,IHOP,BRONX,961,EAST  174 STREET,10460,7188604467,Pancakes/Waffles,40.836434093724,-73.884973675795
41400682,AMC THEATRES,QUEENS,190-02,HORACE HARDING EXPRESSWAY,11365,7184546767,American,40.741186291795,-73.784437875432
41400697,NICOTRA BALLROOM + EMPLOYEE CAFETERIA + TEA-ROOM,STATEN ISLAND,1100,SOUTH AVENUE,10314,7184772400,American,40.612466807787,-74.175435897897
41400742,BURGER KING,BRONX,3500,BOSTON POST ROAD,10469,7185158738,Hamburgers,40.877065742877,-73.846225257198
41400748,BAILEY'S CORNER PUB,MANHATTAN,1607,YORK AVENUE,10028,2126501341,Irish,40.775079806713,-73.947751861125
41400890,CALEXICO,BROOKLYN,122,UNION STREET,11231,7184888226,Mexican,40.68423445252,-74.002509499718
41400932,BLEACHER FOOD COURT,BRONX,1,EAST  161 STREET,10451,9172843260,American,40.829028434834,-73.928496459645
41401458,MOFONGO DEL VALLE/PIZZA DEL VALLE,MANHATTAN,3340,BROADWAY,10031,2122818360,Latin American,40.820247702693,-73.954949490204
41401623,TOWERS CAFE,BROOKLYN,100,NORTH PORTLAND AVENUE,11205,7182604899,American,40.695260516202,-73.976231524807
41401638,MADISON RESTAURANT,MANHATTAN,965,1 AVENUE,10022,2124210948,American,40.755848273103,-73.964724410661
41401730,MERCATO,MANHATTAN,352,WEST   39 STREET,10018,2126432000,Italian,40.755941292986,-73.99266549717
41401775,DUNKIN,BROOKLYN,8924,3 AVENUE,11209,7186800019,Donuts,40.620954577253,-74.032091747167
41401790,CITI FIELD NEW YORK METS VISITORS CLUBHOUSE,QUEENS,123-01,ROOSEVELT AVENUE,11368,7185958100,American,40.754695559225,-73.845397132929
41401794,CITI FIELD NEW YORK METS HOME CLUBHOUSE,QUEENS,123-01,ROOSEVELT AVENUE,11368,7185958100,American,40.754695559225,-73.845397132929
41402060,REGAL UNION SQUARE STADIUM 14,MANHATTAN,850,BROADWAY,10003,2122536266,American,40.734400269403,-73.990838455076
41402310,KARAOKE WOW,MANHATTAN,10,WEST   32 STREET,10001,6464541777,Asian/Asian Fusion,40.747437429821,-73.986202651877
41402681,FOUR SEASONS BAKERY,BROOKLYN,2281,CHURCH AVENUE,11226,7186937996,Vegetarian,40.650452096542,-73.957461093571
41402733,THE AMBASSADOR GRILL AND LOUNGE (INSIDE HILTON HOTEL),MANHATTAN,1,UNITED NATIONS PLAZA,10017,6467931036,American,40.75043400763,-73.968675753675
41402869,LA MORADA RESTAURANT,BRONX,308,WILLIS AVENUE,10454,7182920235,Mexican,40.810615059953,-73.921775435516
41403075,TASTE OF HONEY,STATEN ISLAND,3465,VICTORY BOULEVARD,10314,7189830464,American,40.602892231666,-74.174125013714
41403088,SHARLENE'S,BROOKLYN,353,FLATBUSH AVENUE,11238,3476381272,American,40.676916297559,-73.972261545605
41403094,HIGH DIVE,BROOKLYN,243,FIFTH AVENUE,11215,7187880401,American,40.675005039677,-73.981422908478
41403222,YOLIE'S BAR & RESTAURANT,BROOKLYN,5722,CLARENDON ROAD,11203,3475292510,Creole,40.644856426709,-73.922561485745
41403280,STARBUCKS,QUEENS,254-04,HORACE HARDING EXPRESSWAY,11362,7184282489,Coffee/Tea,40.763218450948,-73.7264308552
41403291,ARDESIA,MANHATTAN,510,WEST   52 STREET,10019,2122479191,American,40.766286225191,-73.991758227904
41403323,BLUE RUIN,MANHATTAN,538,9 AVENUE,10018,9173467043,American,40.756945935849,-73.993690499481
41403564,212 HISAE'S,MANHATTAN,212,EAST    9 STREET,10003,2126143226,Asian/Asian Fusion,40.729794362642,-73.988695892595
41403608,CHINA GARDEN,QUEENS,39-20,47 AVENUE,11104,7183612129,Chinese,40.741927544391,-73.925890962254
41403890,TOWERS CAFE,BROOKLYN,760,BROADWAY,11206,7186303042,American,40.700520815949,-73.941603753866
41403916,KN MI DELICIA BAKERY,BRONX,2785,3 AVENUE,10455,7189931157,Bakery Products/Desserts,40.814851663977,-73.919913504577
41403924,KOS KAFFE,BROOKLYN,251,5 AVENUE,11215,7187686868,Coffee/Tea,40.674815675726,-73.981581585474
41404053,GLASS HOUSE TAVERN,MANHATTAN,252,WEST   47 STREET,10036,2127304800,American,40.759898653531,-73.986311961805
41404065,BOCADITOS,QUEENS,18-23,MOTT AVENUE,11691,7185020072,Latin American,40.602988969196,-73.750562643976
41404362,COZZI PIZZA,BROOKLYN,584,BROADWAY,11206,7189634848,Pizza,40.703858532529,-73.947429196338
41404797,THE WOODS / DOMINGO'S,BROOKLYN,48,SOUTH    4 STREET,11249,7187824955,American,40.712992001391,-73.966330724367
41404956,EL COYOTE,QUEENS,80-18,NORTHERN BOULEVARD,11372,7186514874,Mexican,40.755375330798,-73.886965848656
41404997,LA COCINA BORICUA,BRONX,2245B,WESTCHESTER AVENUE,10462,3472815375,Latin American,40.834324851641,-73.850483878532
41405007,THE CAPITAL GRILLE,MANHATTAN,120,WEST   51 STREET,10019,2122460154,American,40.760858529724,-73.980803259365
41405042,QUEEN OF TACOS,BRONX,9,EAST MOSHOLU PARKWAY NORTH,10467,7186521253,Tex-Mex,40.880076704899,-73.883596022761
41405163,OASIS CAFE,BROOKLYN,2689,CONEY ISLAND AVENUE,11235,3476735080,Russian,40.591053347963,-73.960627958371
41405205,MESA COYOACAN,BROOKLYN,372,GRAHAM AVENUE,11211,7187828171,Mexican,40.71551420781,-73.944534125764
41405312,JIMBO'S HAMBURGER PALACE,BRONX,346,DEVOE AVENUE,10460,3478106979,Hamburgers,40.83918528037,-73.877921529161
41405368,DYLAN MURPHY'S,MANHATTAN,1453,3 AVENUE,10028,2129889434,Irish,40.776321067808,-73.955788098871
41405616,LAS TAINAS,BROOKLYN,347,BROADWAY,11211,7182188890,Latin American,40.707732242191,-73.955931151404
41405662,FARRELL'S BAR & GRILL,BROOKLYN,215,PROSPECT PARK WEST,11215,7187888779,American,40.660295612938,-73.980435836965
41405889,FISH MARKET RESTAURANT,MANHATTAN,111,SOUTH STREET,10038,9173638101,Seafood,40.706851385931,-74.002081141534
41406255,"TACO BELL, KFC",MANHATTAN,3645,BROADWAY,10031,2124919151,Chicken,40.829692203437,-73.948081003541
41406303,DOUBLE WINDSOR,BROOKLYN,210,PROSPECT PARK WEST,11215,3477253479,American,40.660454792818,-73.980334869341
41406318,EL NUEVO BOHIO TROPICAL,BRONX,20,WESTCHESTER SQUARE,10461,7184094442,Latin American,40.840641930857,-73.84331728604
41406341,NATURE'S GRILL,BROOKLYN,7417,3 AVENUE,11209,7186806900,American,40.631965082069,-74.027571985176
41406856,FRANCO'S,BRONX,295,EAST  149 STREET,10451,3475771466,Sandwiches/Salads/Mixed Buffet,40.817043011517,-73.921421019295
41406895,SUN SAI GAI RESTAURANT,MANHATTAN,220,CANAL STREET,10013,6463987353,Chinese,40.717138793492,-73.998795131761
41406985,CINEMART CINEMAS,QUEENS,106-05,METROPOLITAN AVENUE,11375,7182612043,American,40.709834421385,-73.846973238671
41407362,CAFE HIMALAYA,MANHATTAN,78,EAST    1 STREET,10009,2123580160,Asian/Asian Fusion,40.72316021195,-73.988191941806
41407455,CINEMA VILLAGE,MANHATTAN,22,EAST   12 STREET,10003,2129243364,American,40.734194592809,-73.993483379736
41407999,BERMUDEZ BAKERY,MANHATTAN,1875,LEXINGTON AVENUE,10035,2124272877,Bakery Products/Desserts,40.799030143179,-73.941303905257
41408131,CHRIS RESTAURANT,BROOKLYN,1866,86 STREET,11214,3474623755,Polish,40.606285447201,-74.001069608979
41408277,NOBI SUSHI,MANHATTAN,437,3 AVENUE,10016,2124818333,Japanese,40.743431869897,-73.979779786514
41408551,APOLLO THEATRE CONCESSIONS,MANHATTAN,253,WEST  125 STREET,10027,2125315328,Bottled Beverages,40.809771801759,-73.950209874685
41408561,MAISONNETTE KITCHEN / CHEZ NOUS,MANHATTAN,2,EAST   55 STREET,10022,2127534500,American,40.761551766129,-73.97468082993
41409219,JACOB SOUL FOOD RESTAURANT,MANHATTAN,373,LENOX AVENUE,10027,2128663663,Soul Food,40.810111928909,-73.943783072143
41409441,GOLDEN STEAMER,MANHATTAN,143,MOTT STREET,10013,2122261886,Bakery Products/Desserts,40.718681310365,-73.996645049413
41409985,ROSARIO PIZZA,BROOKLYN,374,CENTRAL AVENUE,11221,7184550949,Pizza,40.694226613849,-73.918407340332
41410066,LOCKSMITH WINE & BURGER BAR,MANHATTAN,4463,BROADWAY,10040,2123049463,American,40.857337210735,-73.932312293782
41410071,RIMINI PASTRY SHOPPE,BROOKLYN,6822,BAY PARKWAY,11204,7182360644,Bakery Products/Desserts,40.611658584394,-73.983713257125
41410205,LOCANDA VERDE,MANHATTAN,377,GREENWICH STREET,10013,2129253797,Italian,40.719776065749,-74.01022735674
41410214,TRATTORIA PESCHE PASTA,MANHATTAN,262,BLEECKER ST BSMT &1/FL,10014,2126452993,Italian,40.731222158129,-74.003009201511
41410556,PARADOR CALENO,QUEENS,45-07,47 AVENUE,11377,7189376700,Latin American,40.741242779702,-73.919847151917
41410925,CROWN FRIED CHICKEN,QUEENS,204-20,HILLSIDE AVENUE,11423,7184647883,Chicken,40.720405596348,-73.760890130805
41411052,MOLE,BROOKLYN,178,KENT AVENUE,11249,3473842300,Mexican,40.718752375888,-73.963409353529
41411291,ZAMAAN,BROOKLYN,349,BROADWAY,11211,7186004300,Middle Eastern,40.70771300661,-73.955873454116
41411423,BEST PIZZA,BROOKLYN,33,HAVEMEYER STREET,11211,7185992210,Pizza,40.71571857712,-73.953537809263
41411808,WENG'S GARDEN,BROOKLYN,872,HANCOCK STREET,11233,7185748979,Chinese,40.685854129386,-73.921010117385
41411821,MARI VANNA,MANHATTAN,41,EAST   20 STREET,10003,2127771955,Russian,40.738874077713,-73.989047986189
41412063,BLACK HORSE PUB,BROOKLYN,568,5 AVENUE,11215,7187881975,English,40.66505078047,-73.98974862543
41412075,BURGER ONE NYC,MANHATTAN,1150,LEXINGTON AVENUE,10075,2127370095,American,40.77524895029,-73.958691695966
41412446,AVENUE,MANHATTAN,116,10 AVENUE,10011,2123370054,American,40.744196500332,-74.006694436527
41412502,CAFE GRUMPY,BROOKLYN,383,7 AVENUE,11215,7184994404,American,40.665296992612,-73.98289628946
41412577,GENKI SUSHI,STATEN ISLAND,262,ARDEN AVENUE,10312,7182277375,Japanese,40.553076253076,-74.191731725436
41412907,CITY ISLAND LOBSTER HOUSE,BRONX,691,BRIDGE STREET,10464,7188851459,Seafood,40.856672659389,-73.790782414839
41413944,HING WONG RESTAURANT,BRONX,721,WESTCHESTER AVENUE,10455,7188424165,Chinese,40.817547427037,-73.905986302825
41414123,SALVATORE'S OF SOHO,BRONX,3738,RIVERDALE AVENUE,10463,7184326100,Italian,40.887775294174,-73.907351361698
41414279,JUST SALAD,MANHATTAN,600,3 AVENUE,10016,3473185386,Salads,40.748972770073,-73.975782801828
41414497,PAUL'S DAUGHTER,BROOKLYN,1001,BOARDWALK,11224,7184494252,American,40.573321249031,-73.978359247505
41414572,REFRIED BEANS,MANHATTAN,591,FORT WASHINGTON AVENUE,10033,2125682299,Mexican,40.854663782004,-73.937036056453
41414670,NEW SHENG LI CHINESE RESTAURANT,BRONX,389,EAST  167 STREET,10456,7182934066,Chinese,40.830874377528,-73.910968597108
41415145,NATHAN'S FAMOUS,BROOKLYN,569,MYRTLE AVENUE,11205,7187833744,Hotdogs,40.693958239568,-73.961504551232
41415537,KATI THAI CUISINE,MANHATTAN,347,EAST   14 STREET,10003,2125332046,Thai,40.73154756897,-73.983027154213
41415808,FUGU JAPANESE CUISINE,BROOKLYN,6804,BAY PARKWAY,11204,7186213124,Japanese,40.612009863553,-73.98334219732
41416092,GUADALUPE BAR AND GRILL,MANHATTAN,597,WEST  207 STREET,10034,2123041083,Mexican,40.867243898022,-73.920913140154
41416298,TOM'S RESTAURANT,BROOKLYN,782,WASHINGTON AVENUE,11238,7186369738,American,40.674418719006,-73.963120129377
41416480,KENSINGTON CATERING (ATERES CHYNKA),BROOKLYN,129,ELMWOOD AVENUE,11230,7182528480,Jewish/Kosher,40.627080118933,-73.975747946491
41416592,SOUTH SHORE LITTLE LEAGUE,STATEN ISLAND,540,PAGE AVENUE,10307,7188015465,Pizza,40.509990207577,-74.23085280989
41416889,CHINA WOK,BRONX,47,EAST KINGSBRIDGE ROAD,10468,7182957256,Chinese,40.86696344726,-73.896154183192
41417111,HAMPTON INN CHELSEA,MANHATTAN,108,WEST   24 STREET,10011,2124141000,American,40.743801230938,-73.992912239873
41417297,COWGIRL SEAHORSE,MANHATTAN,259,FRONT STREET,10038,2126087873,Seafood,40.708264959725,-74.00062399506
41417417,EL PALO RESTAURANT,QUEENS,196-25,JAMAICA AVENUE,11423,7184541148,Mexican,40.713364495757,-73.763177200264
41417849,STAMATIS,QUEENS,29-09,23 AVENUE,11105,7189328596,Greek,40.774952205972,-73.913693784929
41417854,DUNKIN',BROOKLYN,2801,KNAPP STREET,11235,7186153184,Donuts,40.586299330104,-73.931428772825
41417857,SUBWAY,STATEN ISLAND,1650,RICHMOND AVENUE,10314,7184775559,Sandwiches,40.608078102502,-74.162260908042
41417901,PALADARES COLOMBIAN BAKERY,QUEENS,41-07,NATIONAL STREET,11368,3477384205,Latin American,40.748482031386,-73.86317559237
41417928,ALLEN RESTAURANT,BRONX,1201,RANDALL AVENUE,10474,7188617564,Latin American,40.811536327396,-73.890385090584
41417952,COFFEE SPOT CAFE,BROOKLYN,1617,JEROME AVENUE,11235,7187696666,Russian,40.587207614012,-73.952630268544
41418013,BREAD PLUS,BROOKLYN,2841,HARWAY AVENUE,11214,7183733700,Bakery Products/Desserts,40.588037090693,-73.984741550792
41418301,JAC'S ON BOND,MANHATTAN,26,BOND STREET,10012,2126774579,Mediterranean,40.726372016454,-73.993570737031
41418337,NICK'S BISTRO,QUEENS,104-20,METROPOLITAN AVENUE,11375,7185446425,Greek,40.710053164615,-73.848408324738
41418341,DAISY'S PIZZA WINGS & BURGERS,BRONX,980,LONGWOOD AVENUE,10459,7183280705,Chicken,40.817142305327,-73.89764123101
41418367,CAFFE ITALIA,BROOKLYN,6917,18 AVENUE,11204,3475548899,Coffee/Tea,40.61666599503,-73.992652043939
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,39-24,108 STREET,11368,7184782215,Latin American,40.751257490504,-73.859055325674
41418727,BAREBURGER,QUEENS,33-21,31 AVENUE,11106,7187777011,American,40.763465608974,-73.921643309869
41418789,THE ORIGINAL EMILIO'S PIZZA,BRONX,3843,EAST TREMONT AVENUE,10465,7184090929,Pizza,40.823908721394,-73.819986614638
41418978,BAGEL EXPRESS III,MANHATTAN,340,3 AVENUE,10010,2122134700,Bagels/Pretzels,40.740204422863,-73.982155257308
41419101,CHELTON'S BAR & GRILLE (DOUBLETREE BY HILTON),MANHATTAN,128,WEST   29 STREET,10001,6466169638,American,40.747064624135,-73.991067683837
41419342,57'S ALL AMERICAN GRILL,QUEENS,33-45,FRANCIS LEWIS BOULEVARD,11358,7183533057,American,40.766426214159,-73.789835970259
41419643,PAPA JOHN'S,QUEENS,99-06,NORTHERN BOULEVARD,11368,7185077991,Pizza,40.757233992304,-73.86930465001
41420036,SPIN NEW YORK,MANHATTAN,304,PARK AVENUE SOUTH,10010,2129828802,American,40.739999160011,-73.98650732328
41420128,BROOKLYN BOWL,BROOKLYN,61,WYTHE AVENUE,11249,7189633369,American,40.722192292427,-73.957541394483
41420291,THE KING COLE BAR,MANHATTAN,2,EAST   55 STREET,10022,2123396800,American,40.761551766129,-73.97468082993
41420313,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,MANHATTAN,2,EAST   55 STREET,10022,2127534500,American,40.761551766129,-73.97468082993
41420319,OCEANA,MANHATTAN,120,WEST   49 STREET,10019,2127595941,Seafood,40.759604325429,-73.981724095415
41420397,69 BAR,QUEENS,38-21,69 STREET,11377,3475437183,Bottled Beverages,40.746886470496,-73.896421476592
41421031,LANO'S,BROOKLYN,107,3 AVENUE,11217,7182001641,Latin American,40.682929345516,-73.982300442289
41421128,MARY O'S,MANHATTAN,32,AVENUE A,10009,2125055610,American,40.723330078838,-73.985500547698
